         151919 function calls (145200 primitive calls) in 1.406 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 base64.py:149(<listcomp>)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.000    0.000    0.000    0.000 base64mime.py:25(<module>)
        1    0.000    0.000    0.000    0.000 bcrypt.py:124(<listcomp>)
        1    0.000    0.000    0.000    0.000 bcrypt.py:133(<listcomp>)
        1    0.000    0.000    0.000    0.000 bcrypt.py:169(gensalt)
        1    0.000    0.000    0.000    0.000 bcrypt.py:173(<listcomp>)
       22    0.000    0.000    0.000    0.000 bcrypt.py:193(CHAR64)
        1    0.000    0.000    0.000    0.000 bcrypt.py:196(decode_base64)
        1    0.002    0.002    0.002    0.002 bcrypt.py:23(<module>)
        3    0.000    0.000    0.000    0.000 bcrypt.py:239(encode_base64)
        1    0.000    0.000    0.000    0.000 bcrypt.py:52(_encode_salt)
        1    0.000    0.000    0.141    0.141 bcrypt.py:71(hashpw)
        1    0.001    0.001    0.019    0.019 blowfish.py:111(expandstate)
       64    0.000    0.000    0.005    0.000 blowfish.py:145(pybc_blf_enc)
        1    0.000    0.000    0.000    0.000 blowfish.py:150(initstate)
        1    0.000    0.000    0.000    0.000 blowfish.py:153(Ctx)
        1    0.000    0.000    0.000    0.000 blowfish.py:43(<module>)
     4881    0.131    0.000    0.131    0.000 blowfish.py:48(encipher)
     1210    0.004    0.000    0.005    0.000 blowfish.py:75(stream2word)
        8    0.003    0.000    0.116    0.014 blowfish.py:88(expand0state)
        1    0.002    0.002    0.002    0.002 buffer.py:12(<module>)
        1    0.000    0.000    0.000    0.000 builtins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 caching.py:130(MemoryCache)
        1    0.000    0.000    0.000    0.000 caching.py:33(<module>)
        1    0.000    0.000    0.000    0.000 caching.py:45(Cache)
        1    0.000    0.000    0.000    0.000 caching.py:69(AntiStampedeCache)
        1    0.003    0.003    0.005    0.005 cgi.py:16(<module>)
        1    0.000    0.000    0.000    0.000 cgi.py:326(MiniFieldStorage)
        1    0.000    0.000    0.000    0.000 cgi.py:351(FieldStorage)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.000    0.000 charset.py:6(<module>)
        1    0.000    0.000    0.000    0.000 client.py:1067(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 client.py:1119(HTTPException)
        1    0.000    0.000    0.000    0.000 client.py:1124(NotConnected)
        1    0.000    0.000    0.000    0.000 client.py:1127(InvalidURL)
        1    0.000    0.000    0.000    0.000 client.py:1130(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 client.py:1135(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 client.py:1138(UnimplementedFileMode)
        1    0.000    0.000    0.000    0.000 client.py:1141(IncompleteRead)
        1    0.000    0.000    0.000    0.000 client.py:1155(ImproperConnectionState)
        1    0.000    0.000    0.000    0.000 client.py:1158(CannotSendRequest)
        1    0.000    0.000    0.000    0.000 client.py:1161(CannotSendHeader)
        1    0.000    0.000    0.000    0.000 client.py:1164(ResponseNotReady)
        1    0.000    0.000    0.000    0.000 client.py:1167(BadStatusLine)
        1    0.000    0.000    0.000    0.000 client.py:1174(LineTooLong)
        1    0.000    0.000    0.000    0.000 client.py:210(HTTPMessage)
        1    0.000    0.000    0.000    0.000 client.py:264(HTTPResponse)
        1    0.000    0.000    0.000    0.000 client.py:631(HTTPConnection)
        1    0.005    0.005    0.090    0.090 client.py:67(<module>)
        5    0.000    0.000    0.126    0.025 client3.py:114(connect)
        5    0.000    0.000    0.102    0.020 client3.py:205(negotiate_ssl)
       52    0.001    0.000    0.156    0.003 client3.py:224(read_into)
       52    0.000    0.000    0.158    0.003 client3.py:271(standard_read_messages)
       52    0.000    0.000    0.001    0.000 client3.py:282(send_message_data)
       52    0.000    0.000    0.003    0.000 client3.py:314(standard_write_messages)
        8    0.000    0.000    0.001    0.000 client3.py:357(take_out_trash)
       34    0.000    0.000    0.004    0.000 client3.py:377(push)
       42    0.000    0.000    0.033    0.001 client3.py:398(step)
       39    0.000    0.000    0.132    0.003 client3.py:435(complete)
        7    0.000    0.000    0.000    0.000 client3.py:481(trash_cursor)
       17    0.000    0.000    0.000    0.000 client3.py:488(register_statement)
        8    0.000    0.000    0.000    0.000 client3.py:490(<lambda>)
        8    0.000    0.000    0.000    0.000 client3.py:492(trash_statement)
        5    0.000    0.000    0.000    0.000 client3.py:513(__init__)
        1    0.001    0.001    0.003    0.003 client3.py:6(<module>)
        1    0.000    0.000    0.000    0.000 client3.py:68(Connection)
        1    0.000    0.000    0.000    0.000 client3.py:77(tracer)
       25    0.000    0.000    0.003    0.000 clientparameters.py:126(defaults)
        5    0.000    0.000    0.001    0.000 clientparameters.py:157(envvars)
       30    0.000    0.000    0.000    0.000 clientparameters.py:200(<genexpr>)
        5    0.000    0.000    0.000    0.000 clientparameters.py:203(<listcomp>)
        1    0.003    0.003    0.006    0.006 clientparameters.py:31(<module>)
        1    0.000    0.000    0.000    0.000 clientparameters.py:329(StandardParser)
        1    0.000    0.000    0.000    0.000 clientparameters.py:363(DefaultParser)
        5    0.000    0.000    0.000    0.000 clientparameters.py:370(resolve_password)
       55    0.000    0.000    0.000    0.000 clientparameters.py:420(denormalize_parameters)
        1    0.000    0.000    0.000    0.000 clientparameters.py:43(ClientParameterError)
        1    0.000    0.000    0.000    0.000 clientparameters.py:46(ServiceDoesNotExistError)
       25    0.000    0.000    0.003    0.000 clientparameters.py:515(extrapolate)
       10    0.000    0.000    0.003    0.000 clientparameters.py:557(normalize)
        5    0.000    0.000    0.003    0.001 clientparameters.py:580(collect)
        4    0.000    0.000    0.000    0.000 codecs.py:238(__init__)
        3    0.000    0.000    0.000    0.000 codecs.py:287(__init__)
        6    0.000    0.000    0.000    0.000 codecs.py:297(decode)
        3    0.000    0.000    0.000    0.000 codecs.py:77(__new__)
      110    0.000    0.000    0.000    0.000 collections.py:130(move_to_end)
       11    0.000    0.000    0.008    0.001 collections.py:293(namedtuple)
      483    0.000    0.000    0.000    0.000 collections.py:334(<genexpr>)
       58    0.000    0.000    0.000    0.000 collections.py:354(<genexpr>)
       58    0.000    0.000    0.000    0.000 collections.py:355(<genexpr>)
        1    0.000    0.000    0.000    0.000 collections.py:40(__init__)
       55    0.000    0.000    0.000    0.000 collections.py:57(__setitem__)
        1    0.000    0.000    0.000    0.000 configparser.py:1151(ConfigParser)
        1    0.000    0.000    0.000    0.000 configparser.py:1170(SafeConfigParser)
        1    0.000    0.000    0.000    0.000 configparser.py:1183(SectionProxy)
        1    0.000    0.000    0.006    0.006 configparser.py:120(<module>)
        1    0.000    0.000    0.000    0.000 configparser.py:144(Error)
        1    0.000    0.000    0.000    0.000 configparser.py:174(NoSectionError)
        1    0.000    0.000    0.000    0.000 configparser.py:183(DuplicateSectionError)
        1    0.000    0.000    0.000    0.000 configparser.py:209(DuplicateOptionError)
        1    0.000    0.000    0.000    0.000 configparser.py:236(NoOptionError)
        1    0.000    0.000    0.000    0.000 configparser.py:247(InterpolationError)
        1    0.000    0.000    0.000    0.000 configparser.py:257(InterpolationMissingOptionError)
        1    0.000    0.000    0.000    0.000 configparser.py:272(InterpolationSyntaxError)
        1    0.000    0.000    0.000    0.000 configparser.py:280(InterpolationDepthError)
        1    0.000    0.000    0.000    0.000 configparser.py:293(ParsingError)
        1    0.000    0.000    0.000    0.000 configparser.py:336(MissingSectionHeaderError)
        1    0.000    0.000    0.000    0.000 configparser.py:356(Interpolation)
        1    0.000    0.000    0.000    0.000 configparser.py:372(BasicInterpolation)
        1    0.000    0.000    0.000    0.000 configparser.py:443(ExtendedInterpolation)
        1    0.000    0.000    0.000    0.000 configparser.py:516(LegacyInterpolation)
        1    0.000    0.000    0.004    0.004 configparser.py:554(RawConfigParser)
        1    0.000    0.000    0.007    0.007 cookies.py:130(<module>)
        1    0.000    0.000    0.000    0.000 cookies.py:147(CookieError)
        1    0.000    0.000    0.000    0.000 cookies.py:308(Morsel)
        1    0.000    0.000    0.000    0.000 cookies.py:453(BaseCookie)
        3    0.000    0.000    0.000    0.000 cookies.py:474(__init__)
        1    0.000    0.000    0.000    0.000 cookies.py:559(SimpleCookie)
        3    0.000    0.000    0.000    0.000 cp1252.py:22(decode)
       31    0.000    0.000    0.000    0.000 cp850.py:18(encode)
        1    0.000    0.000    0.000    0.000 cptools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cptools.py:279(SessionAuth)
        1    0.000    0.000    0.000    0.000 cptools.py:407(<listcomp>)
        1    0.000    0.000    0.000    0.000 cptools.py:571(MonitoredHeaderMap)
        1    0.000    0.000    0.000    0.000 crypt.py:34(<module>)
        2    0.000    0.000    0.000    0.000 datetime.py:1017(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:1302(datetime)
        2    0.000    0.000    0.000    0.000 datetime.py:1312(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:14(FixedOffset)
        1    0.000    0.000    0.000    0.000 datetime.py:15(__init__)
        1    0.000    0.000    0.001    0.001 datetime.py:17(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1786(timezone)
        3    0.000    0.000    0.000    0.000 datetime.py:1810(_create)
        4    0.000    0.000    0.000    0.000 datetime.py:267(_check_date_fields)
        4    0.000    0.000    0.000    0.000 datetime.py:278(_check_time_fields)
        4    0.000    0.000    0.000    0.000 datetime.py:290(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 datetime.py:298(timedelta)
        9    0.000    0.000    0.000    0.000 datetime.py:317(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:4(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:500(__neg__)
        3    0.000    0.000    0.000    0.000 datetime.py:51(_days_before_year)
        4    0.000    0.000    0.000    0.000 datetime.py:56(_days_in_month)
        1    0.000    0.000    0.000    0.000 datetime.py:631(date)
        4    0.000    0.000    0.000    0.000 datetime.py:661(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:924(tzinfo)
        1    0.000    0.000    0.000    0.000 datetime.py:993(time)
        1    0.002    0.002    0.003    0.003 dbgateway.py:1(<module>)
        1    0.000    0.000    0.007    0.007 dbgateway.py:149(count_items)
        1    0.000    0.000    0.000    0.000 dbgateway.py:4(DbGateway)
        4    0.000    0.000    0.018    0.005 dbgateway.py:43(find_id)
        5    0.000    0.000    0.397    0.079 dbgateway.py:6(__init__)
        1    0.000    0.000    0.009    0.009 dbgateway.py:74(load)
        1    0.000    0.000    0.008    0.008 dbgateway.py:91(save_item_version)
        1    0.000    0.000    0.023    0.023 dbgateway.py:99(update_item)
        1    0.000    0.000    0.000    0.000 decoder.py:18(_floatconstants)
        1    0.001    0.001    0.003    0.003 decoder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:265(JSONDecoder)
        2    0.000    0.000    0.000    0.000 decoder.py:295(__init__)
        1    0.000    0.000    0.000    0.000 decoder.py:346(decode)
        1    0.000    0.000    0.000    0.000 decoder.py:357(raw_decode)
        2    0.000    0.000    0.000    0.000 decorlib.py:10(propertydoc)
        2    0.000    0.000    0.000    0.000 decorlib.py:22(<listcomp>)
        1    0.000    0.000    0.000    0.000 decorlib.py:37(method)
        1    0.000    0.000    0.000    0.000 decorlib.py:6(<module>)
        1    0.001    0.001    0.002    0.002 dis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 element.py:13(Element)
        1    0.002    0.002    0.002    0.002 element.py:4(<module>)
        1    0.000    0.000    0.000    0.000 element.py:77(ElementSet)
        1    0.000    0.000    0.000    0.000 element.py:9(RecursiveFactor)
       74    0.000    0.000    0.000    0.000 element3.py:108(__init__)
        5    0.000    0.000    0.000    0.000 element3.py:111(serialize)
        1    0.000    0.000    0.000    0.000 element3.py:120(TupleMessage)
        1    0.000    0.000    0.000    0.000 element3.py:134(Void)
       17    0.000    0.000    0.000    0.000 element3.py:15(pack_tuple_data)
        1    0.000    0.000    0.000    0.000 element3.py:159(WireMessage)
        1    0.000    0.000    0.000    0.000 element3.py:178(EmptyMessage)
       42    0.000    0.000    0.000    0.000 element3.py:186(serialize)
       69    0.000    0.000    0.000    0.000 element3.py:189(parse)
        1    0.000    0.000    0.000    0.000 element3.py:195(Notify)
       17    0.000    0.000    0.000    0.000 element3.py:21(<listcomp>)
        1    0.000    0.000    0.000    0.000 element3.py:216(ShowOption)
       55    0.000    0.000    0.000    0.000 element3.py:222(__init__)
       55    0.000    0.000    0.000    0.000 element3.py:229(parse)
        1    0.000    0.000    0.000    0.000 element3.py:233(Complete)
       17    0.000    0.000    0.000    0.000 element3.py:238(parse)
        1    0.000    0.000    0.000    0.000 element3.py:242(extract_count)
        1    0.000    0.000    0.000    0.000 element3.py:253(extract_command)
        1    0.000    0.000    0.000    0.000 element3.py:260(Null)
        1    0.000    0.000    0.000    0.000 element3.py:267(NoData)
        1    0.000    0.000    0.000    0.000 element3.py:274(ParseComplete)
        1    0.000    0.000    0.000    0.000 element3.py:281(BindComplete)
        1    0.000    0.000    0.000    0.000 element3.py:288(CloseComplete)
        1    0.000    0.000    0.000    0.000 element3.py:295(Suspension)
        1    0.000    0.000    0.000    0.000 element3.py:302(Ready)
       47    0.000    0.000    0.000    0.000 element3.py:312(__init__)
        1    0.000    0.000    0.000    0.000 element3.py:320(Notice)
        1    0.000    0.000    0.000    0.000 element3.py:345(ClientNotice)
        1    0.000    0.000    0.000    0.000 element3.py:355(Error)
        1    0.000    0.000    0.000    0.000 element3.py:360(ClientError)
        1    0.000    0.000    0.000    0.000 element3.py:370(FunctionResult)
        1    0.000    0.000    0.000    0.000 element3.py:396(AttributeTypes)
        1    0.003    0.003    0.006    0.006 element3.py:4(<module>)
       17    0.000    0.000    0.000    0.000 element3.py:404(parse)
        1    0.000    0.000    0.000    0.000 element3.py:412(TupleDescriptor)
       16    0.000    0.000    0.000    0.000 element3.py:418(keys)
       16    0.000    0.000    0.000    0.000 element3.py:419(<listcomp>)
       16    0.000    0.000    0.000    0.000 element3.py:427(parse)
        1    0.000    0.000    0.000    0.000 element3.py:444(Tuple)
       16    0.000    0.000    0.000    0.000 element3.py:452(parse)
       52    0.000    0.000    0.002    0.000 element3.py:48(cat_messages)
        1    0.000    0.000    0.000    0.000 element3.py:482(KillInformation)
        5    0.000    0.000    0.000    0.000 element3.py:488(__init__)
        5    0.000    0.000    0.000    0.000 element3.py:495(parse)
        1    0.001    0.001    0.001    0.001 element3.py:499(CancelRequest)
        1    0.000    0.000    0.000    0.000 element3.py:521(NegotiateSSL)
        5    0.000    0.000    0.000    0.000 element3.py:531(bytes)
        5    0.000    0.000    0.000    0.000 element3.py:535(serialize)
        1    0.000    0.000    0.000    0.000 element3.py:545(Startup)
       52    0.000    0.000    0.001    0.000 element3.py:55(<listcomp>)
        5    0.000    0.000    0.000    0.000 element3.py:555(serialize)
        5    0.000    0.000    0.000    0.000 element3.py:557(<listcomp>)
        5    0.000    0.000    0.000    0.000 element3.py:562(bytes)
        1    0.000    0.000    0.000    0.000 element3.py:607(Authentication)
       10    0.000    0.000    0.000    0.000 element3.py:612(__init__)
       10    0.000    0.000    0.000    0.000 element3.py:619(parse)
        1    0.000    0.000    0.000    0.000 element3.py:623(Password)
        1    0.000    0.000    0.000    0.000 element3.py:628(Disconnect)
        1    0.000    0.000    0.000    0.000 element3.py:635(Flush)
        1    0.000    0.000    0.000    0.000 element3.py:642(Synchronize)
        1    0.000    0.000    0.000    0.000 element3.py:649(Query)
        1    0.000    0.000    0.000    0.000 element3.py:654(Parse)
       17    0.000    0.000    0.000    0.000 element3.py:659(__init__)
        1    0.000    0.000    0.000    0.000 element3.py:66(Message)
       17    0.000    0.000    0.000    0.000 element3.py:674(serialize)
       17    0.000    0.000    0.000    0.000 element3.py:677(<listcomp>)
        1    0.000    0.000    0.000    0.000 element3.py:680(Bind)
       17    0.000    0.000    0.000    0.000 element3.py:695(__init__)
       17    0.000    0.000    0.000    0.000 element3.py:702(serialize)
        1    0.000    0.000    0.000    0.000 element3.py:743(Execute)
       17    0.000    0.000    0.000    0.000 element3.py:748(__init__)
       17    0.000    0.000    0.000    0.000 element3.py:752(serialize)
        1    0.000    0.000    0.000    0.000 element3.py:760(Describe)
       17    0.000    0.000    0.000    0.000 element3.py:765(serialize)
        1    0.000    0.000    0.000    0.000 element3.py:778(DescribeStatement)
        1    0.000    0.000    0.000    0.000 element3.py:782(DescribePortal)
        1    0.000    0.000    0.000    0.000 element3.py:786(Close)
       34    0.000    0.000    0.000    0.000 element3.py:791(serialize)
        1    0.000    0.000    0.000    0.000 element3.py:804(CloseStatement)
        1    0.000    0.000    0.000    0.000 element3.py:809(ClosePortal)
        1    0.000    0.000    0.000    0.000 element3.py:814(Function)
      149    0.000    0.000    0.001    0.000 element3.py:83(bytes)
        1    0.000    0.000    0.000    0.000 element3.py:859(CopyBegin)
       47    0.000    0.000    0.000    0.000 element3.py:87(parse)
        1    0.000    0.000    0.000    0.000 element3.py:883(CopyToBegin)
        1    0.000    0.000    0.000    0.000 element3.py:888(CopyFromBegin)
        1    0.000    0.000    0.000    0.000 element3.py:893(CopyData)
        1    0.000    0.000    0.000    0.000 element3.py:907(CopyFail)
        1    0.000    0.000    0.000    0.000 element3.py:91(StringMessage)
        1    0.000    0.000    0.000    0.000 element3.py:911(CopyDone)
        1    0.000    0.000    0.000    0.000 encoder.py:172(encode)
        1    0.000    0.000    0.000    0.000 encoder.py:193(iterencode)
        1    0.000    0.000    0.001    0.001 encoder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:68(JSONEncoder)
        2    0.000    0.000    0.000    0.000 encoder.py:99(__init__)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        1    0.000    0.000    0.000    0.000 encoding.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoding.py:37(ResponseEncoder)
        1    0.001    0.001    0.001    0.001 error.py:12(<module>)
        1    0.000    0.000    0.000    0.000 error.py:20(URLError)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        1    0.000    0.000    0.000    0.000 error.py:62(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 errors.py:13(MessageParseError)
        1    0.000    0.000    0.000    0.000 errors.py:17(HeaderParseError)
        1    0.000    0.000    0.000    0.000 errors.py:21(BoundaryError)
        1    0.000    0.000    0.000    0.000 errors.py:25(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 errors.py:29(CharsetError)
        1    0.000    0.000    0.000    0.000 errors.py:35(MessageDefect)
        1    0.000    0.000    0.000    0.000 errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:44(StartBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:47(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:50(MisplacedEnvelopeHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:53(MalformedHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:56(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:9(MessageError)
        1    0.000    0.000    0.000    0.000 exceptions.py:100(AuthenticationMethodError)
        1    0.000    0.000    0.000    0.000 exceptions.py:106(InsecurityError)
        1    0.000    0.000    0.000    0.000 exceptions.py:111(ConnectTimeoutError)
        1    0.000    0.000    0.000    0.000 exceptions.py:115(TypeIOError)
        1    0.000    0.000    0.000    0.000 exceptions.py:120(ParameterError)
        1    0.000    0.000    0.000    0.000 exceptions.py:122(ColumnError)
        1    0.000    0.000    0.000    0.000 exceptions.py:124(CompositeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:127(OperationError)
        1    0.000    0.000    0.000    0.000 exceptions.py:133(TransactionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:136(SQLNotYetCompleteError)
        1    0.000    0.000    0.000    0.000 exceptions.py:139(ConnectionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:141(ConnectionDoesNotExistError)
        1    0.000    0.000    0.000    0.000 exceptions.py:146(ConnectionFailureError)
        1    0.000    0.000    0.000    0.000 exceptions.py:150(ClientCannotConnectError)
        1    0.000    0.000    0.000    0.000 exceptions.py:156(ConnectionRejectionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:158(TransactionResolutionUnknownError)
        1    0.000    0.000    0.000    0.000 exceptions.py:160(ProtocolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:163(TriggeredActionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:166(FeatureError)
        1    0.000    0.000    0.000    0.000 exceptions.py:170(TransactionInitiationError)
        1    0.000    0.000    0.000    0.000 exceptions.py:173(LocatorError)
        1    0.000    0.000    0.000    0.000 exceptions.py:175(LocatorSpecificationError)
        1    0.000    0.000    0.000    0.000 exceptions.py:178(GrantorError)
        1    0.000    0.000    0.000    0.000 exceptions.py:180(GrantorOperationError)
        1    0.000    0.000    0.000    0.000 exceptions.py:183(RoleSpecificationError)
        1    0.000    0.000    0.000    0.000 exceptions.py:186(CaseNotFoundError)
        1    0.000    0.000    0.000    0.000 exceptions.py:189(CardinalityError)
        1    0.000    0.000    0.000    0.000 exceptions.py:193(TriggeredDataChangeViolation)
        1    0.000    0.000    0.000    0.000 exceptions.py:196(AuthenticationSpecificationError)
        1    0.000    0.000    0.000    0.000 exceptions.py:199(DPDSEError)
        1    0.000    0.000    0.000    0.000 exceptions.py:202(DPDSEObjectError)
        1    0.000    0.000    0.000    0.000 exceptions.py:205(SREError)
        1    0.000    0.000    0.000    0.000 exceptions.py:208(FunctionExecutedNoReturnStatementError)
        1    0.000    0.000    0.000    0.000 exceptions.py:210(DataModificationProhibitedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:212(StatementProhibitedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:214(ReadingDataProhibitedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:217(EREError)
        1    0.000    0.000    0.000    0.000 exceptions.py:220(ContainingSQLNotPermittedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:222(ModifyingSQLDataNotPermittedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:224(ProhibitedSQLStatementError)
        1    0.000    0.000    0.000    0.000 exceptions.py:226(ReadingSQLDataNotPermittedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:229(ERIEError)
        1    0.000    0.000    0.000    0.000 exceptions.py:232(InvalidSQLState)
        1    0.000    0.000    0.000    0.000 exceptions.py:234(NullValueNotAllowed)
        1    0.000    0.000    0.000    0.000 exceptions.py:236(TriggerProtocolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:238(SRFProtocolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:241(TRError)
        1    0.000    0.000    0.000    0.000 exceptions.py:244(DeadlockError)
        1    0.000    0.000    0.000    0.000 exceptions.py:246(IntegrityConstraintViolationError)
        1    0.000    0.000    0.000    0.000 exceptions.py:248(SerializationError)
        1    0.000    0.000    0.000    0.000 exceptions.py:250(StatementCompletionUnknownError)
        1    0.000    0.000    0.000    0.000 exceptions.py:254(ITSError)
        1    0.000    0.000    0.000    0.000 exceptions.py:257(ActiveTransactionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:259(BranchAlreadyActiveError)
        1    0.000    0.000    0.000    0.000 exceptions.py:261(BadAccessModeForBranchError)
        1    0.000    0.000    0.000    0.000 exceptions.py:263(BadIsolationForBranchError)
        1    0.000    0.000    0.000    0.000 exceptions.py:265(NoActiveTransactionForBranchError)
        1    0.000    0.000    0.000    0.000 exceptions.py:267(ReadOnlyTransactionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:270(SchemaAndDataStatementsError)
        1    0.000    0.000    0.000    0.000 exceptions.py:273(InconsistentCursorIsolationError)
        1    0.000    0.000    0.000    0.000 exceptions.py:277(NoActiveTransactionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:279(InFailedTransactionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:284(SavepointError)
        1    0.000    0.000    0.000    0.000 exceptions.py:287(InvalidSavepointSpecificationError)
        1    0.002    0.002    0.057    0.057 exceptions.py:29(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:290(TransactionTerminationError)
        1    0.000    0.000    0.000    0.000 exceptions.py:293(IRError)
        1    0.000    0.000    0.000    0.000 exceptions.py:296(MemoryError)
        1    0.000    0.000    0.000    0.000 exceptions.py:298(DiskFullError)
        1    0.000    0.000    0.000    0.000 exceptions.py:300(TooManyConnectionsError)
        1    0.000    0.000    0.000    0.000 exceptions.py:303(PLEError)
        1    0.000    0.000    0.000    0.000 exceptions.py:306(ComplexityOverflowError)
        1    0.000    0.000    0.000    0.000 exceptions.py:308(ColumnOverflowError)
        1    0.000    0.000    0.000    0.000 exceptions.py:310(ArgumentOverflowError)
        1    0.000    0.000    0.000    0.000 exceptions.py:313(ONIPSError)
        1    0.000    0.000    0.000    0.000 exceptions.py:316(ObjectInUseError)
        1    0.000    0.000    0.000    0.000 exceptions.py:318(ImmutableRuntimeParameterError)
        1    0.000    0.000    0.000    0.000 exceptions.py:320(UnavailableLockError)
        1    0.000    0.000    0.000    0.000 exceptions.py:324(SEARVError)
        1    0.000    0.000    0.000    0.000 exceptions.py:328(SEARVNameError)
        1    0.000    0.000    0.000    0.000 exceptions.py:330(NameTooLongError)
        1    0.000    0.000    0.000    0.000 exceptions.py:332(ReservedNameError)
        1    0.000    0.000    0.000    0.000 exceptions.py:335(ForeignKeyCreationError)
        1    0.000    0.000    0.000    0.000 exceptions.py:338(InsufficientPrivilegeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:340(GroupingError)
        1    0.000    0.000    0.000    0.000 exceptions.py:343(RecursionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:345(WindowError)
        1    0.000    0.000    0.000    0.000 exceptions.py:348(SyntaxError)
        1    0.000    0.000    0.000    0.000 exceptions.py:351(TypeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:353(CoercionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:355(TypeMismatchError)
        1    0.000    0.000    0.000    0.000 exceptions.py:357(IndeterminateTypeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:359(WrongObjectTypeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:362(UndefinedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:364(UndefinedColumnError)
        1    0.000    0.000    0.000    0.000 exceptions.py:366(UndefinedFunctionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:368(UndefinedTableError)
        1    0.000    0.000    0.000    0.000 exceptions.py:370(UndefinedParameterError)
        1    0.000    0.000    0.000    0.000 exceptions.py:372(UndefinedObjectError)
        1    0.000    0.000    0.000    0.000 exceptions.py:375(DuplicateError)
        1    0.000    0.000    0.000    0.000 exceptions.py:377(DuplicateColumnError)
        1    0.000    0.000    0.000    0.000 exceptions.py:379(DuplicateCursorError)
        1    0.000    0.000    0.000    0.000 exceptions.py:38(Exception)
        1    0.000    0.000    0.000    0.000 exceptions.py:381(DuplicateDatabaseError)
        1    0.000    0.000    0.000    0.000 exceptions.py:383(DuplicateFunctionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:385(DuplicatePreparedStatementError)
        1    0.000    0.000    0.000    0.000 exceptions.py:387(DuplicateSchemaError)
        1    0.000    0.000    0.000    0.000 exceptions.py:389(DuplicateTableError)
        1    0.000    0.000    0.000    0.000 exceptions.py:391(DuplicateAliasError)
        1    0.000    0.000    0.000    0.000 exceptions.py:393(DuplicateObjectError)
        1    0.000    0.000    0.000    0.000 exceptions.py:396(AmbiguityError)
