         151919 function calls (145200 primitive calls) in 1.406 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 exceptions.py:398(AmbiguousColumnError)
        1    0.000    0.000    0.000    0.000 exceptions.py:400(AmbiguousFunctionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:402(AmbiguousParameterError)
        1    0.000    0.000    0.000    0.000 exceptions.py:404(AmbiguousAliasError)
        1    0.000    0.000    0.000    0.000 exceptions.py:407(ColumnReferenceError)
        1    0.000    0.000    0.000    0.000 exceptions.py:410(DefinitionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:412(ColumnDefinitionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:414(CursorDefinitionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:416(DatabaseDefinitionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:418(FunctionDefinitionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:42(LoadError)
        1    0.000    0.000    0.000    0.000 exceptions.py:420(PreparedStatementDefinitionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:422(SchemaDefinitionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:424(TableDefinitionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:426(ObjectDefinitionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:430(CursorStateError)
        1    0.000    0.000    0.000    0.000 exceptions.py:433(WithCheckOptionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:436(NameError)
        1    0.000    0.000    0.000    0.000 exceptions.py:438(CatalogNameError)
        1    0.000    0.000    0.000    0.000 exceptions.py:440(CursorNameError)
        1    0.000    0.000    0.000    0.000 exceptions.py:442(StatementNameError)
        1    0.000    0.000    0.000    0.000 exceptions.py:444(SchemaNameError)
        1    0.000    0.000    0.000    0.000 exceptions.py:447(ICVError)
        1    0.000    0.000    0.000    0.000 exceptions.py:45(Disconnection)
        1    0.000    0.000    0.000    0.000 exceptions.py:450(RestrictError)
        1    0.000    0.000    0.000    0.000 exceptions.py:452(NotNullError)
        1    0.000    0.000    0.000    0.000 exceptions.py:454(ForeignKeyError)
        1    0.000    0.000    0.000    0.000 exceptions.py:456(UniqueError)
        1    0.000    0.000    0.000    0.000 exceptions.py:458(CheckError)
        1    0.000    0.000    0.000    0.000 exceptions.py:462(DataError)
        1    0.000    0.000    0.000    0.000 exceptions.py:465(StringRightTruncationError)
        1    0.000    0.000    0.000    0.000 exceptions.py:467(StringDataLengthError)
        1    0.000    0.000    0.000    0.000 exceptions.py:469(ZeroLengthString)
        1    0.000    0.000    0.000    0.000 exceptions.py:472(EncodingError)
        1    0.000    0.000    0.000    0.000 exceptions.py:474(ArrayElementError)
        1    0.000    0.000    0.000    0.000 exceptions.py:476(SpecificTypeMismatch)
        1    0.000    0.000    0.000    0.000 exceptions.py:479(NullValueNotAllowedError)
        1    0.001    0.001    0.001    0.001 exceptions.py:48(Warning)
        1    0.000    0.000    0.000    0.000 exceptions.py:481(NullValueNoIndicatorParameter)
        1    0.000    0.000    0.000    0.000 exceptions.py:484(ZeroDivisionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:486(FloatingPointError)
        1    0.000    0.000    0.000    0.000 exceptions.py:488(AssignmentError)
        1    0.000    0.000    0.000    0.000 exceptions.py:490(IndicatorOverflowError)
        1    0.000    0.000    0.000    0.000 exceptions.py:492(BadCopyError)
        1    0.000    0.000    0.000    0.000 exceptions.py:495(TextRepresentationError)
        1    0.000    0.000    0.000    0.000 exceptions.py:497(BinaryRepresentationError)
        1    0.000    0.000    0.000    0.000 exceptions.py:499(UntranslatableCharacterError)
        1    0.000    0.000    0.000    0.000 exceptions.py:501(NonstandardUseOfEscapeCharacterError)
        1    0.000    0.000    0.000    0.000 exceptions.py:504(NotXMLError)
        1    0.000    0.000    0.000    0.000 exceptions.py:506(XMLDocumentError)
        1    0.000    0.000    0.000    0.000 exceptions.py:508(XMLContentError)
        1    0.000    0.000    0.000    0.000 exceptions.py:510(XMLCommentError)
        1    0.000    0.000    0.000    0.000 exceptions.py:512(XMLProcessingInstructionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:515(DateTimeFormatError)
        1    0.000    0.000    0.000    0.000 exceptions.py:517(TimeZoneDisplacementValueError)
        1    0.000    0.000    0.000    0.000 exceptions.py:519(DateTimeFieldOverflowError)
        1    0.000    0.000    0.000    0.000 exceptions.py:52(DriverWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:521(IntervalFieldOverflowError)
        1    0.000    0.000    0.000    0.000 exceptions.py:524(LogArgumentError)
        1    0.000    0.000    0.000    0.000 exceptions.py:526(PowerFunctionArgumentError)
        1    0.000    0.000    0.000    0.000 exceptions.py:528(WidthBucketFunctionArgumentError)
        1    0.000    0.000    0.000    0.000 exceptions.py:530(CastCharacterValueError)
        1    0.000    0.000    0.000    0.000 exceptions.py:533(EscapeCharacterError)
        1    0.000    0.000    0.000    0.000 exceptions.py:535(EscapeOctetError)
        1    0.000    0.000    0.000    0.000 exceptions.py:537(EscapeSequenceError)
        1    0.000    0.000    0.000    0.000 exceptions.py:539(EscapeCharacterConflictError)
        1    0.000    0.000    0.000    0.000 exceptions.py:541(EscapeCharacterError)
        1    0.000    0.000    0.000    0.000 exceptions.py:545(SubstringError)
        1    0.000    0.000    0.000    0.000 exceptions.py:547(TrimError)
        1    0.000    0.000    0.000    0.000 exceptions.py:549(IndicatorParameterValueError)
        1    0.000    0.000    0.000    0.000 exceptions.py:55(IgnoredClientParameterWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:552(LimitValueError)
        1    0.000    0.000    0.000    0.000 exceptions.py:555(OffsetValueError)
        1    0.000    0.000    0.000    0.000 exceptions.py:558(ParameterValueError)
        1    0.000    0.000    0.000    0.000 exceptions.py:560(RegularExpressionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:562(NumericRangeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:564(UnterminatedCStringError)
        1    0.000    0.000    0.000    0.000 exceptions.py:568(InternalError)
        1    0.000    0.000    0.000    0.000 exceptions.py:570(DataCorruptedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:572(IndexCorruptedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:575(SIOError)
        1    0.000    0.000    0.000    0.000 exceptions.py:578(UndefinedFileError)
        1    0.000    0.000    0.000    0.000 exceptions.py:58(TypeConversionWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:580(DuplicateFileError)
        1    0.000    0.000    0.000    0.000 exceptions.py:583(CFError)
        1    0.000    0.000    0.000    0.000 exceptions.py:586(LockFileExistsError)
        1    0.000    0.000    0.000    0.000 exceptions.py:589(OIError)
        1    0.000    0.000    0.000    0.000 exceptions.py:592(QueryCanceledError)
        1    0.000    0.000    0.000    0.000 exceptions.py:594(AdminShutdownError)
        1    0.000    0.000    0.000    0.000 exceptions.py:596(CrashShutdownError)
        1    0.000    0.000    0.000    0.000 exceptions.py:598(ServerNotReadyError)
        1    0.000    0.000    0.000    0.000 exceptions.py:602(PLPGSQLError)
        1    0.000    0.000    0.000    0.000 exceptions.py:605(PLPGSQLRaiseError)
        1    0.000    0.000    0.000    0.000 exceptions.py:608(PLPGSQLNoDataFoundError)
        1    0.000    0.000    0.000    0.000 exceptions.py:610(PLPGSQLTooManyRowsError)
        1    0.001    0.001    0.043    0.043 exceptions.py:617(map_errors_and_warnings)
        1    0.000    0.000    0.000    0.000 exceptions.py:62(DeprecationWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:64(DynamicResultSetsReturnedWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:66(ImplicitZeroBitPaddingWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:68(NullValueEliminatedInSetFunctionWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:70(PrivilegeNotGrantedWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:72(PrivilegeNotRevokedWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:74(StringDataRightTruncationWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:77(NoDataWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:79(NoMoreSetsReturned)
        1    0.000    0.000    0.000    0.000 exceptions.py:82(Error)
        1    0.000    0.000    0.000    0.000 exceptions.py:96(DriverError)
        1    0.000    0.000    0.000    0.000 feedparser.py:137(FeedParser)
        1    0.004    0.004    0.067    0.067 feedparser.py:20(<module>)
        1    0.000    0.000    0.000    0.000 feedparser.py:43(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 feedparser.py:487(BytesFeedParser)
        1    0.001    0.001    0.019    0.019 file_item.py:1(<module>)
        1    0.000    0.000    0.008    0.008 file_item.py:8(FileItem)
        1    0.000    0.000    0.000    0.000 file_manager.py:1(<module>)
        1    0.000    0.000    0.000    0.000 file_manager.py:11(__init__)
        1    0.000    0.000    0.000    0.000 file_manager.py:9(FileManager)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        1    0.000    0.000    0.000    0.000 functools.py:119(lru_cache)
        1    0.000    0.000    0.000    0.000 functools.py:139(decorating_function)
      165    0.001    0.000    0.065    0.000 functools.py:170(wrapper)
        1    0.000    0.000    0.000    0.000 functools.py:20(Composition)
       77    0.000    0.000    0.000    0.000 functools.py:21(__call__)
        1    0.000    0.000    0.000    0.000 functools.py:26(update_wrapper)
       28    0.000    0.000    0.000    0.000 functools.py:37(process_tuple)
        1    0.001    0.001    0.002    0.002 functools.py:4(<module>)
        1    0.000    0.000    0.000    0.000 functools.py:54(wraps)
        7    0.000    0.000    0.000    0.000 functools.py:68(process_chunk)
        7    0.000    0.000    0.000    0.000 functools.py:69(<listcomp>)
       46    0.000    0.000    0.002    0.000 genericpath.py:15(exists)
       18    0.000    0.000    0.000    0.000 genericpath.py:26(isfile)
       15    0.000    0.000    0.000    0.000 genericpath.py:85(_splitext)
        1    0.002    0.002    0.002    0.002 getpass.py:12(<module>)
       10    0.000    0.000    0.000    0.000 getpass.py:140(getuser)
        1    0.000    0.000    0.000    0.000 getpass.py:23(GetPassWarning)
        1    0.014    0.014    0.014    0.014 hashlib.py:53(<module>)
        6    0.000    0.000    0.000    0.000 hashlib.py:94(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 header.py:167(Header)
        1    0.000    0.000    0.000    0.000 header.py:376(_ValueFormatter)
        1    0.004    0.004    0.007    0.007 header.py:5(<module>)
        1    0.000    0.000    0.000    0.000 header.py:504(_Accumulator)
        1    0.000    0.000    0.000    0.000 httpauth.py:20(<module>)
        1    0.000    0.000    0.000    0.000 httputil.py:108(HeaderElement)
        1    0.000    0.000    0.000    0.000 httputil.py:163(AcceptElement)
        1    0.000    0.000    0.000    0.000 httputil.py:240(valid_status)
        1    0.000    0.000    0.000    0.000 httputil.py:352(CaseInsensitiveDict)
        1    0.000    0.000    0.000    0.000 httputil.py:413(HeaderMap)
        1    0.000    0.000    0.000    0.000 httputil.py:485(Host)
        4    0.000    0.000    0.000    0.000 httputil.py:498(__init__)
        1    0.000    0.000    0.001    0.001 httputil.py:8(<module>)
        1    0.000    0.000    0.000    0.000 idna.py:146(Codec)
       18    0.000    0.000    0.001    0.000 idna.py:147(encode)
        1    0.000    0.000    0.000    0.000 idna.py:196(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 idna.py:231(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 idna.py:270(StreamWriter)
        1    0.000    0.000    0.000    0.000 idna.py:273(StreamReader)
        1    0.000    0.000    0.000    0.000 idna.py:278(getregentry)
        1    0.003    0.003    0.013    0.013 idna.py:3(<module>)
       57    0.000    0.000    0.000    0.000 idna.py:62(ToASCII)
        1    0.000    0.000    0.000    0.000 init_loader.py:1(<module>)
       57    0.000    0.000    0.000    0.000 inspect.py:157(isfunction)
       57    0.000    0.000    0.000    0.000 inspect.py:196(istraceback)
       57    0.000    0.000    0.000    0.000 inspect.py:206(isframe)
       57    0.000    0.000    0.000    0.000 inspect.py:220(iscode)
        1    0.001    0.001    0.008    0.008 inspect.py:25(<module>)
      103    0.003    0.000    0.005    0.000 inspect.py:258(getmembers)
      163    0.000    0.000    0.000    0.000 inspect.py:355(getmro)
       38    0.000    0.000    0.000    0.000 inspect.py:408(getfile)
       19    0.000    0.000    0.001    0.000 inspect.py:449(getsourcefile)
       19    0.000    0.000    0.000    0.000 inspect.py:481(getmodule)
       19    0.000    0.000    0.005    0.000 inspect.py:527(findsource)
       95    0.000    0.000    0.000    0.000 inspect.py:62(ismodule)
        1    0.000    0.000    0.000    0.000 inspect.py:639(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:641(BlockFinder)
       19    0.000    0.000    0.000    0.000 inspect.py:643(__init__)
     1070    0.001    0.000    0.001    0.000 inspect.py:650(tokeneater)
       19    0.001    0.000    0.011    0.001 inspect.py:680(getblock)
       19    0.000    0.000    0.016    0.001 inspect.py:691(getsourcelines)
      160    0.000    0.000    0.000    0.000 inspect.py:71(isclass)
       57    0.000    0.000    0.000    0.000 inspect.py:79(ismethod)
        5    0.000    0.000    0.000    0.000 iri.py:169(parse)
        1    0.005    0.005    0.014    0.014 iri.py:18(<module>)
        5    0.000    0.000    0.000    0.000 iri.py:29(structure)
        5    0.000    0.000    0.000    0.000 iri.py:34(<dictcomp>)
        1    0.000    0.000    0.007    0.007 item.py:1(<module>)
        1    0.000    0.000    0.000    0.000 item.py:11(set_field)
        1    0.000    0.000    0.006    0.006 item.py:3(Item)
        1    0.000    0.000    0.000    0.000 item.py:6(__init__)
        1    0.000    0.000    0.000    0.000 item_creator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 item_creator.py:4(ItemCreator)
        1    0.000    0.000    0.000    0.000 item_creator.py:6(__init__)
        1    0.000    0.000    0.000    0.000 item_finder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 item_finder.py:14(ItemHandle)
        2    0.000    0.000    0.000    0.000 item_finder.py:16(__init__)
        1    0.000    0.000    0.000    0.000 item_finder.py:24(get_auth_name)
        1    0.000    0.000    0.000    0.000 item_finder.py:30(exists)
        1    0.000    0.000    0.000    0.000 item_finder.py:34(ItemFinder)
        1    0.000    0.000    0.000    0.000 item_finder.py:36(__init__)
        2    0.000    0.000    0.077    0.038 item_finder.py:39(find)
       21    0.000    0.000    0.000    0.000 item_finder.py:9(get_authorization_level)
        2    0.000    0.000    0.000    0.000 item_finder.py:99(authorize_root)
        1    0.003    0.003    0.009    0.009 item_loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 item_loader.py:12(__init__)
        1    0.000    0.000    0.047    0.047 item_loader.py:15(load)
        1    0.000    0.000    0.000    0.000 item_loader.py:6(ItemLoader)
        1    0.000    0.000    0.009    0.009 item_loader.py:88(get_class)
        1    0.000    0.000    0.000    0.000 item_saver.py:1(<module>)
        1    0.000    0.000    0.059    0.059 item_saver.py:10(save)
        1    0.000    0.000    0.000    0.000 item_saver.py:5(ItemSaver)
        1    0.000    0.000    0.000    0.000 item_saver.py:7(__init__)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        5    0.000    0.000    0.000    0.000 itertools.py:10(interlace)
        5    0.000    0.000    0.000    0.000 itertools.py:21(<listcomp>)
        2    0.000    0.000    0.000    0.000 itertools.py:41(find)
        1    0.000    0.000    0.000    0.000 itertools.py:6(<module>)
        1    0.000    0.000    0.000    0.000 jsontools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lib.py:1(<module>)
        2    0.000    0.000    0.000    0.000 lib.py:138(time64_unpack)
        2    0.000    0.000    0.000    0.000 lib.py:81(mktimetuple64)
       19    0.000    0.000    0.002    0.000 linecache.py:34(getlines)
        3    0.000    0.000    0.002    0.001 linecache.py:69(updatecache)
        1    0.000    0.000    0.000    0.000 locale.py:555(getpreferredencoding)
        1    0.000    0.000    0.000    0.000 message.py:10(Message)
        1    0.001    0.001    0.001    0.001 message.py:124(Message)
        1    0.000    0.000    0.000    0.000 message.py:4(<module>)
        1    0.006    0.006    0.061    0.061 message.py:5(<module>)
        1    0.000    0.000    0.000    0.000 message_types.py:14(<module>)
        1    0.000    0.000    0.000    0.000 message_types.py:15(<listcomp>)
        2    0.003    0.001    0.043    0.021 mimetypes.py:228(read_windows_registry)
        1    0.000    0.000    0.000    0.000 mimetypes.py:24(<module>)
      500    0.000    0.000    0.006    0.000 mimetypes.py:241(enum_types)
        2    0.000    0.000    0.044    0.022 mimetypes.py:340(init)
        1    0.000    0.000    0.000    0.000 mimetypes.py:370(_default_mime_types)
        1    0.000    0.000    0.000    0.000 mimetypes.py:56(MimeTypes)
        2    0.000    0.000    0.001    0.001 mimetypes.py:64(__init__)
      877    0.001    0.000    0.002    0.000 mimetypes.py:78(add_type)
        1    0.000    0.000    0.000    0.000 notifyman.py:21(<module>)
        1    0.000    0.000    0.000    0.000 notifyman.py:26(NotificationManager)
       43    0.000    0.000    0.001    0.000 ntpath.py:100(isabs)
       42    0.000    0.000    0.001    0.000 ntpath.py:108(join)
       69    0.000    0.000    0.001    0.000 ntpath.py:188(splitdrive)
       23    0.000    0.000    0.001    0.000 ntpath.py:273(split)
       15    0.000    0.000    0.000    0.000 ntpath.py:299(splitext)
       16    0.000    0.000    0.001    0.000 ntpath.py:307(basename)
        7    0.000    0.000    0.000    0.000 ntpath.py:314(dirname)
        5    0.000    0.000    0.000    0.000 ntpath.py:363(expanduser)
       69    0.000    0.000    0.000    0.000 ntpath.py:38(_get_empty)
      213    0.000    0.000    0.000    0.000 ntpath.py:44(_get_sep)
      102    0.000    0.000    0.000    0.000 ntpath.py:50(_get_altsep)
        2    0.000    0.000    0.000    0.000 ntpath.py:529(normpath)
      128    0.000    0.000    0.000    0.000 ntpath.py:56(_get_bothseps)
        2    0.000    0.000    0.000    0.000 ntpath.py:585(abspath)
       28    0.000    0.000    0.000    0.000 ntpath.py:62(_get_dot)
      111    0.000    0.000    0.000    0.000 ntpath.py:68(_get_colon)
        2    0.000    0.000    0.000    0.000 ntpath.py:74(_get_special)
       85    0.000    0.000    0.001    0.000 ntpath.py:84(normcase)
        1    0.000    0.000    0.000    0.000 nturl2path.py:1(<module>)
      101    0.000    0.000    0.000    0.000 opcode.py:27(def_op)
       11    0.000    0.000    0.000    0.000 opcode.py:31(name_op)
        6    0.000    0.000    0.000    0.000 opcode.py:35(jrel_op)
        6    0.000    0.000    0.000    0.000 opcode.py:39(jabs_op)
        1    0.000    0.000    0.000    0.000 opcode.py:5(<module>)
       13    0.000    0.000    0.000    0.000 optparse.py:559(__init__)
       13    0.000    0.000    0.000    0.000 optparse.py:578(_check_opt_strings)
       13    0.000    0.000    0.000    0.000 optparse.py:582(<listcomp>)
       13    0.000    0.000    0.000    0.000 optparse.py:587(_set_opt_strings)
       13    0.000    0.000    0.000    0.000 optparse.py:608(_set_attrs)
       13    0.000    0.000    0.000    0.000 optparse.py:627(_check_action)
       13    0.000    0.000    0.000    0.000 optparse.py:633(_check_type)
       13    0.000    0.000    0.000    0.000 optparse.py:663(_check_choice)
       13    0.000    0.000    0.000    0.000 optparse.py:676(_check_dest)
       13    0.000    0.000    0.000    0.000 optparse.py:691(_check_const)
       13    0.000    0.000    0.000    0.000 optparse.py:697(_check_nargs)
       13    0.000    0.000    0.000    0.000 optparse.py:706(_check_callback)
        1    0.000    0.000    0.000    0.000 os.py:35(_get_exports_list)
        1    0.000    0.000    0.000    0.000 os.py:39(<listcomp>)
      166    0.000    0.000    0.000    0.000 os.py:449(__getitem__)
      166    0.000    0.000    0.000    0.000 os.py:501(check_str)
      166    0.000    0.000    0.000    0.000 os.py:507(encodekey)
        1    0.000    0.000    0.000    0.000 parse.py:111(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:119(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:127(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:156(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:186(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:228(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:236(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:241(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:247(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:255(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:260(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:266(_fix_result_transcoding)
        1    0.000    0.000    0.003    0.003 parse.py:28(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:628(Quoter)
        1    0.000    0.000    0.000    0.000 parser.py:17(Parser)
        1    0.002    0.002    0.069    0.069 parser.py:5(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:86(HeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:94(BytesParser)
       52    0.001    0.000    0.002    0.000 pbuffer.py:143(read)
       52    0.000    0.000    0.000    0.000 pbuffer.py:160(write)
        1    0.000    0.000    0.000    0.000 pbuffer.py:18(pq_message_stream)
        5    0.000    0.000    0.000    0.000 pbuffer.py:22(__init__)
      104    0.000    0.000    0.001    0.000 pbuffer.py:60(has_message)
        1    0.000    0.000    0.000    0.000 pbuffer.py:9(<module>)
      304    0.001    0.000    0.001    0.000 pbuffer.py:99(_get_message)
        1    0.000    0.000    0.000    0.000 pg_system.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pgpassfile.py:4(<module>)
        1    0.000    0.000    0.001    0.001 pickle.py:173(<listcomp>)
        1    0.000    0.000    0.000    0.000 pickle.py:177(_Pickler)
        1    0.004    0.004    0.005    0.005 pickle.py:24(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:68(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:72(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:781(_Unpickler)
        1    0.000    0.000    0.000    0.000 pickle.py:79(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:92(_Stop)
        1    0.000    0.000    0.006    0.006 platform.py:10(<module>)
        1    0.000    0.000    0.000    0.000 platform.py:360(_popen)
        1    0.002    0.002    0.002    0.002 plugins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 plugins.py:115(subscribe)
        3    0.000    0.000    0.000    0.000 plugins.py:144(set_handler)
        1    0.000    0.000    0.000    0.000 plugins.py:195(DropPrivileges)
        1    0.000    0.000    0.000    0.000 plugins.py:301(Daemonizer)
        1    0.000    0.000    0.000    0.000 plugins.py:31(SimplePlugin)
        3    0.000    0.000    0.000    0.000 plugins.py:37(__init__)
        1    0.000    0.000    0.000    0.000 plugins.py:396(PIDFile)
        3    0.000    0.000    0.000    0.000 plugins.py:40(subscribe)
        1    0.000    0.000    0.000    0.000 plugins.py:424(PerpetualTimer)
        1    0.000    0.000    0.000    0.000 plugins.py:446(BackgroundTask)
        2    0.000    0.000    0.000    0.000 plugins.py:456(__init__)
        2    0.000    0.000    0.000    0.000 plugins.py:465(cancel)
        2    0.000    0.000    0.000    0.000 plugins.py:483(_set_daemon)
        1    0.000    0.000    0.000    0.000 plugins.py:487(Monitor)
        2    0.000    0.000    0.000    0.000 plugins.py:499(__init__)
        2    0.000    0.000    0.001    0.001 plugins.py:506(start)
        2    0.000    0.000    0.001    0.000 plugins.py:520(stop)
        1    0.000    0.000    0.000    0.000 plugins.py:540(Autoreloader)
        1    0.000    0.000    0.000    0.000 plugins.py:570(__init__)
        1    0.000    0.000    0.000    0.000 plugins.py:576(start)
        1    0.000    0.000    0.000    0.000 plugins.py:58(SignalHandler)
        1    0.000    0.000    0.000    0.000 plugins.py:629(ThreadManager)
        1    0.000    0.000    0.000    0.000 plugins.py:648(__init__)
        1    0.000    0.000    0.000    0.000 plugins.py:677(stop)
        1    0.000    0.000    0.000    0.000 plugins.py:93(__init__)
        1    0.000    0.000    0.000    0.000 posixpath.py:11(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:73(_safe_key)
        1    0.000    0.000    0.000    0.000 pprint.py:99(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 pq3.py:1032(MultiXactInsideBlock)
        1    0.000    0.000    0.000    0.000 pq3.py:1043(MultiXactOutsideBlock)
        1    0.000    0.000    0.000    0.000 pq3.py:1059(Cursor)
        1    0.000    0.000    0.000    0.000 pq3.py:116(TypeIO)
        1    0.000    0.000    0.000    0.000 pq3.py:1219(SingleExecution)
        1    0.000    0.000    0.000    0.000 pq3.py:1248(Statement)
        5    0.000    0.000    0.000    0.000 pq3.py:125(__init__)
       17    0.000    0.000    0.000    0.000 pq3.py:1324(__init__)
        8    0.000    0.000    0.000    0.000 pq3.py:1347(_pq_parameters)
        4    0.000    0.000    0.015    0.004 pq3.py:147(lookup_type_info)
       17    0.000    0.000    0.003    0.000 pq3.py:1481(_init)
    17/13    0.001    0.000    0.081    0.006 pq3.py:1504(_fini)
       16    0.000    0.000    0.000    0.000 pq3.py:1537(<listcomp>)
       16    0.000    0.000    0.000    0.000 pq3.py:1541(<listcomp>)
        8    0.000    0.000    0.032    0.004 pq3.py:1558(__call__)
        9    0.000    0.000    0.043    0.005 pq3.py:1635(first)
       10    0.000    0.000    0.001    0.000 pq3.py:168(set_encoding)
       13    0.000    0.000    0.000    0.000 pq3.py:177(encode)
       26    0.000    0.000    0.000    0.000 pq3.py:180(decode)
        1    0.000    0.000    0.000    0.000 pq3.py:1836(StoredProcedure)
       16    0.000    0.000    0.000    0.000 pq3.py:189(decodes)
        1    0.000    0.000    0.000    0.000 pq3.py:1925(SettingsCM)
        1    0.000    0.000    0.000    0.000 pq3.py:1941(Settings)
        5    0.000    0.000    0.000    0.000 pq3.py:1944(__init__)
        1    0.000    0.000    0.000    0.000 pq3.py:1984(path)
        6    0.000    0.000    0.000    0.000 pq3.py:2000(get)
       16    0.000    0.000    0.000    0.000 pq3.py:201(attribute_map)
       55    0.000    0.000    0.000    0.000 pq3.py:2046(_notify)
        1    0.000    0.000    0.000    0.000 pq3.py:2089(Transaction)
    16/13    0.000    0.000    0.018    0.001 pq3.py:221(resolve_descriptor)
    16/13    0.000    0.000    0.018    0.001 pq3.py:224(<listcomp>)
        1    0.000    0.000    0.000    0.000 pq3.py:2242(Connection)
    92/52    0.000    0.000    0.020    0.000 pq3.py:228(resolve)
    17/13    0.000    0.000    0.084    0.006 pq3.py:2319(prepare)
        5    0.000    0.000    0.000    0.000 pq3.py:2348(closed)
        5    0.000    0.000    0.240    0.048 pq3.py:2409(connect)
        5    0.000    0.000    0.240    0.048 pq3.py:2428(_establish)
       34    0.000    0.000    0.004    0.000 pq3.py:2585(_pq_push)
       27    0.000    0.000    0.109    0.004 pq3.py:2596(_pq_complete)
        8    0.000    0.000    0.031    0.004 pq3.py:2608(_pq_step)
       55    0.000    0.000    0.001    0.000 pq3.py:2620(_receive_async)
        5    0.000    0.000    0.001    0.000 pq3.py:2707(__init__)
        1    0.000    0.000    0.000    0.000 pq3.py:2720(Connector)
        5    0.000    0.000    0.000    0.000 pq3.py:2763(__init__)
        5    0.000    0.000    0.000    0.000 pq3.py:2817(<listcomp>)
        1    0.000    0.000    0.000    0.000 pq3.py:2834(SocketConnector)
        5    0.000    0.000    0.000    0.000 pq3.py:2843(create_socket_factory)
        1    0.000    0.000    0.000    0.000 pq3.py:2846(IPConnector)
        1    0.000    0.000    0.000    0.000 pq3.py:2869(IP4)
        1    0.000    0.000    0.000    0.000 pq3.py:2882(IP6)
        1    0.000    0.000    0.000    0.000 pq3.py:2895(Unix)
        1    0.000    0.000    0.000    0.000 pq3.py:2915(Host)
        5    0.000    0.000    0.024    0.005 pq3.py:2921(socket_factory_sequence)
